Time (ms),ETI,IR (counts),Red (counts),ECG (uv),Ax (mg),Ay (mg),Az (mg),IR peak,Red peak,ECG peak,SPO2
2288,8080384,-833290,-3510365,18.477,171.0,-963.0,-928.0,0,0,0,
2289,8080384,-833430,-3510409,18.416,171.0,-963.0,-928.0,0,0,0,
2300,8080384,-833313,-3510332,18.437,172.0,-963.0,-926.0,0,0,0,
2300,8080384,-833425,-3510368,18.475,172.0,-963.0,-926.0,0,0,0,
2311,8080384,-833315,-3510468,18.479,174.0,-963.0,-929.0,0,0,0,
2311,8080384,-833549,-3510400,18.446,174.0,-963.0,-929.0,0,0,0,
2324,8080384,-833552,-3510339,18.407,173.0,-965.0,-926.0,0,0,0,
2344,8080384,-833261,-3510455,18.467,173.0,-965.0,-926.0,0,0,0,
2344,8080384,-833579,-3510487,18.478,173.0,-965.0,-926.0,0,0,0,
2366,8080384,-833553,-3510444,18.425,169.0,-966.0,-927.0,0,0,0,
2366,8080384,-833487,-3510400,18.433,169.0,-966.0,-927.0,0,0,0,
2366,8080384,-833567,-3510419,18.455,169.0,-966.0,-927.0,0,0,0,
2366,8080384,-833609,-3510391,18.472,169.0,-966.0,-927.0,0,0,0,
2366,8080384,-833380,-3510431,18.44,169.0,-966.0,-927.0,0,0,0,
2366,8080384,-833587,-3510362,18.418,169.0,-966.0,-927.0,0,0,0,
2367,8080384,-833364,-3510475,18.474,169.0,-966.0,-927.0,0,0,0,
2381,8080384,-833574,-3510419,18.476,175.0,-965.0,-927.0,0,0,0,
2381,8080384,-833720,-3510370,18.418,175.0,-965.0,-927.0,0,0,0,
2381,8080384,-833194,-3510410,18.423,175.0,-965.0,-927.0,0,0,0,
2381,8080384,-833437,-3510448,18.468,175.0,-965.0,-927.0,0,0,0,
2394,8080384,-833649,-3510380,18.485,182.0,-970.0,-936.0,0,0,0,
2394,8080384,-833395,-3510374,18.438,182.0,-970.0,-936.0,0,0,0,
2394,8080384,-833539,-3510408,18.424,182.0,-970.0,-936.0,0,0,0,
2406,8080384,-833571,-3510414,18.482,180.0,-966.0,-930.0,0,0,0,
2406,8080384,-833244,-3510378,18.467,180.0,-966.0,-930.0,0,0,0,
2442,8080384,-833656,-3510475,18.413,172.0,-963.0,-934.0,0,0,0,
2442,8080384,-833610,-3510416,18.44,172.0,-963.0,-934.0,0,0,0,
2442,8080384,-833466,-3510351,18.452,172.0,-963.0,-934.0,0,0,0,
2442,8080384,-833521,-3510440,18.474,172.0,-963.0,-934.0,0,0,0,
2442,8080384,-833559,-3510462,18.437,172.0,-963.0,-934.0,0,0,0,
2442,8080384,-833418,-3510455,18.421,172.0,-963.0,-934.0,0,0,0,
2457,8080384,-833424,-3510462,18.477,166.0,-968.0,-933.0,0,0,0,
2457,8080384,-833635,-3510432,18.466,166.0,-968.0,-933.0,0,0,0,
2457,8080384,-833554,-3510379,18.424,166.0,-968.0,-933.0,0,0,0,
2457,8080384,-833699,-3510385,18.432,166.0,-968.0,-933.0,0,0,0,
